,book,author,rating_count,page_count,genre,is_volume,author_work_count,author_sex,author_avg_rating,author_rating_count
20282,violence and social orders: a conceptual framework for interpreting recorded human history,douglass c. north,188,308,history,no,30,male,3.94,1470
20283,a sister's promise,renita d'silva,1008,314,fiction,no,9,female,4.11,6275
20284,start the game,vasily mahanenko,1120,305,science fiction,yes,43,male,4.2,28828
20285,the story of san michele,axel munthe,2811,368,biography,no,11,male,4.22,2828
20286,"ararat (ararat, #1)",lajos zilahy,50,348,novels,no,23,male,4.22,1053
20287,deadly spring,lajos zilahy,242,240,european literature-hungarian literature,no,23,male,4.22,1053
20288,darwin's black box: the biochemical challenge to evolution,michael j. behe,3406,329,science,no,23,male,3.79,5048
20289,don't...,jack l. pyke,1266,354,erotica-bdsm,yes,18,female,4.02,4201
20290,breakdown,jack l. pyke,429,271,romance-m m romance,yes,18,female,4.02,4201
20291,backlash,jack l. pyke,299,357,erotica-bdsm,yes,18,female,4.02,4201
20292,a dream of red mansions,xueqin cao,176,599,classics,yes,103,male,4.19,7875
20293,the golden days,xueqin cao,1592,542,classics,yes,103,male,4.19,7875
20294,the debt of tears,xueqin cao,495,400,cultural-china,yes,103,male,4.19,7875
20295,the dreamer wakes,xueqin cao,485,384,cultural-china,yes,103,male,4.19,7875
20296,the warning voice,xueqin cao,560,640,cultural-china,yes,103,male,4.19,7875
20297,the crab-flower club,xueqin cao,667,603,cultural-china,yes,103,male,4.19,7875
20298,dream of the red chamber,xueqin cao,3745,352,classics,yes,103,male,4.19,7875
20299,a dangerous encounter,liliya akhmadeeva,12,30,childrens-picture books,yes,3,female,4.24,66
20300,fighting for love: divine secrets to a happy relationship,liliya akhmadeeva,51,140,relationships,no,3,female,4.24,66
20301,á§ááááááá á©ááááá áááááááááá,otar chiladze,353,496,historical-georgian,no,25,male,4.57,1517
20302,holocaust,gerald green,1627,408,historical-historical fiction,no,48,male,4.09,2372
20303,it's about love,steven camden,707,464,young adult,no,6,male,3.26,3046
20304,child witch kinshasa,mike ormsby,70,506,central africa-democratic republic of the ...,yes,10,male,4.05,527
20305,child witch london,mike ormsby,22,426,central africa-democratic republic of the ...,yes,10,male,4.05,527
20306,the new tsar: the rise and reign of vladimir putin,steven lee myers,3413,592,biography,no,4,male,4.06,3334
20307,gerechter zorn,markus heitz,1607,583,fantasy,yes,196,male,3.95,44335
20308,the war of the dwarves,markus heitz,5263,719,fantasy,yes,196,male,3.95,44335
20309,the revenge of the dwarves,markus heitz,4230,816,fantasy,yes,196,male,3.95,44335
20310,the dwarves,markus heitz,10134,736,fantasy,yes,196,male,3.95,44335
20311,nightwhere,john everson,449,400,horror,no,91,male,3.73,7051
20312,violet eyes,john everson,320,280,horror,no,91,male,3.73,7051
20313,commissioning,alyson santos,34,376,historical-historical fiction,yes,17,female,4.26,5605
20314,pretty girl-13,liz coley,6564,344,young adult,no,15,female,4.01,6751
20315,the gifting,k.e. ganshert,5148,322,young adult,yes,4,female,4.23,9813
20316,ranah 3 warna,ahmad fuadi,6885,473,novels,yes,18,male,4.1,24757
20317,negeri 5 menara,ahmad fuadi,11822,432,novels,yes,18,male,4.1,24757
20318,alive for now,bob howard,569,285,horror-zombies,yes,6,male,4.38,1869
20319,for cheddar or worse,avery aames,521,294,mystery,yes,10,female,3.78,8262
20320,the storyspinner,becky wallace,4371,432,fantasy,yes,4,female,3.84,5558
20321,meridio's daughter,l.j. maas,288,276,glbt-lesbian,no,8,female,4.16,1952
20322,silvermay,james moloney,971,448,fantasy,yes,66,male,3.76,10248
20323,the book of lies,james moloney,2455,368,fantasy,yes,66,male,3.76,10248
20324,the angelfall trilogy,susan ee,1007,1200,fantasy,yes,9,female,4.15,295741
20325,angelfall,susan ee,157336,288,fantasy,yes,9,female,4.15,295741
20326,world after,susan ee,85626,320,fantasy,yes,9,female,4.15,295741
20327,end of days,susan ee,53548,344,fantasy,yes,9,female,4.15,295741
20328,the secret message of jesus: uncovering the truth that could change everything,brian d. mclaren,1876,237,religion,no,96,male,3.87,29554
20329,"a generous orthodoxy: why i am a missional, evangelical, post/protestant, liberal/conservative, biblical, charismatic/contemplative, fundamentalist/calvinist, anabaptist/anglican, incarnational, depressed-yet-hopeful, emergent, unfinished christian",brian d. mclaren,5441,348,religion-theology,no,96,male,3.87,29554
20330,barracuda,christos tsiolkas,7526,516,fiction,no,30,male,3.33,38762
20331,the slap,christos tsiolkas,26111,485,fiction,no,30,male,3.33,38762
20332,girl on the golden coin,marci jefferson,958,336,historical-historical fiction,no,4,female,3.73,2627
20333,forty-four box set books 6-10,jools sinclair,107,853,suspense,yes,31,female,3.97,11081
20334,the peshwa: the lion and the stallion,ram sivasankaran,741,358,historical-historical fiction,yes,2,male,4.07,844
20335,the first and last freedom,jiddu krishnamurti,2549,288,philosophy,no,645,male,4.31,27302
20336,reflections on the self,jiddu krishnamurti,201,234,philosophy,no,645,male,4.31,27302
20337,total freedom: the essential krishnamurti,jiddu krishnamurti,1177,370,philosophy,no,645,male,4.31,27302
20338,the ending of time,jiddu krishnamurti,524,268,philosophy,no,645,male,4.31,27302
20339,the impossible question,jiddu krishnamurti,130,208,philosophy,no,645,male,4.31,27302
20340,on fear,jiddu krishnamurti,659,115,philosophy,no,645,male,4.31,27302
20341,as one is: to free the mind from all conditioning,jiddu krishnamurti,353,147,philosophy,no,645,male,4.31,27302
20342,freedom from the known,jiddu krishnamurti,7020,128,philosophy,no,645,male,4.31,27302
20343,"communing with the ancestors: your spirit guides, bloodline allies, and the cycle of reincarnation",raven grimassi,45,224,religion-paganism,no,32,male,3.96,3594
20344,more money than god: hedge funds and the making of a new elite,sebastian mallaby,6508,496,economics-finance,no,5,male,4.06,7362
20345,the game,terry schott,7324,289,science fiction,yes,39,male,4.07,16304
20346,embrace the dawning,betty shreffler,186,440,fantasy-paranormal,yes,19,female,4.17,9517
20347,soldados de salamina,javier cercas,6544,209,fiction,no,26,male,3.76,14941
20348,el impostor,javier cercas,1420,420,nonfiction,no,26,male,3.76,14941
20349,the magic of saida,m.g. vassanji,525,320,fiction,no,24,male,3.6,8386
20350,rã©parer les vivants,maylis de kerangal,6409,304,fiction,no,28,female,3.77,8170
20351,bittersweet,tyffani clark kemp,26,412,fantasy,yes,30,female,3.86,2485
20352,right behind you,gail giles,5185,292,young adult,no,10,female,3.82,25610
20353,shattering glass,gail giles,4563,224,young adult,no,10,female,3.82,25610
20354,dead girls don't write letters,gail giles,2462,128,young adult,no,10,female,3.82,25610
20355,the madman's daughter trilogy,megan shepherd,93,1264,young adult,yes,19,female,3.76,54223
20356,the cage - gejagt,megan shepherd,1765,432,young adult,yes,19,female,3.76,54223
20357,the cage,megan shepherd,5937,405,young adult,yes,19,female,3.76,54223
20358,the madmanâs daughter,megan shepherd,21608,420,young adult,yes,19,female,3.76,54223
20359,book of immortals series: volume 1-3,kassandra lynn,23,813,fantasy,yes,21,female,3.95,1351
20360,terrifying freedom,linda anne smith,44,500,book club,no,2,female,4.39,59
20361,meadowland: the private life of an english field,john lewis-stempel,1227,308,nonfiction,no,24,male,4.11,3847
20362,just six numbers: the deep forces that shape the universe,martin j. rees,4329,208,science,yes,57,male,3.88,12773
20363,in the cemetery where al jolsen is buried,amy hempel,203,10,short stories,no,32,female,3.84,30316
20364,reasons to live,amy hempel,2886,129,short stories,no,32,female,3.84,30316
20365,the collected stories,amy hempel,6444,409,short stories,no,32,female,3.84,30316
20366,an accidental goddess,linnea sinclair,2890,434,romance,no,24,female,3.84,21547
20367,games of command,linnea sinclair,2594,525,romance,no,24,female,3.84,21547
20368,a violet and two gentlemen,petronela ungureanu,22,109,romance,no,6,female,3.68,291
20369,la lettrice di fiori,elizabeth loupas,983,475,historical-historical fiction,no,5,female,3.88,4659
20370,the flip side,shawn johnson,1087,309,young adult,no,7,female,4.04,3568
20371,mother at seven,veronika gasparyan,834,275,nonfiction,no,2,female,4.05,862
20372,man of honor,diana gardin,172,304,romance,yes,19,female,4.08,2081
20373,signs of life: 40 catholic customs and their biblical roots,scott hahn,1363,276,christianity-catholic,no,268,male,4.38,35787
20374,the lamb's supper: the mass as heaven on earth,scott hahn,6407,192,christianity-catholic,no,268,male,4.38,35787
20375,until harry,l.a. casey,11957,319,romance,no,29,female,4.15,109408
20376,alec,l.a. casey,12165,549,romance,yes,29,female,4.15,109408
20377,kane,l.a. casey,9521,376,romance,yes,29,female,4.15,109408
20378,keela,l.a. casey,6655,153,romance,yes,29,female,4.15,109408
20379,bronagh,l.a. casey,9250,138,romance,yes,29,female,4.15,109408
20380,aideen,l.a. casey,5814,151,romance,yes,29,female,4.15,109408
20381,dominic,l.a. casey,24442,343,romance,yes,29,female,4.15,109408
20382,rush limbaugh is a big fat idiot,al franken,8228,313,humor,no,20,male,3.97,69801
20383,lies and the lying liars who tell them,al franken,27780,448,nonfiction,no,20,male,3.97,69801
20386,torn away,jennifer brown,4383,288,young adult,no,2,female,3.92,156
20387,torn away,jennifer brown,4383,288,young adult,no,93,female,3.98,76844
20388,thousand words,jennifer brown,5661,284,young adult,no,2,female,3.92,156
20389,thousand words,jennifer brown,5661,284,young adult,no,93,female,3.98,76844
20390,shade me,jennifer brown,1230,441,mystery,yes,2,female,3.92,156
20391,shade me,jennifer brown,1230,441,mystery,yes,93,female,3.98,76844
20392,bitter end,jennifer brown,7322,359,young adult,no,2,female,3.92,156
20393,bitter end,jennifer brown,7322,359,young adult,no,93,female,3.98,76844
20394,hate list,jennifer brown,53210,405,young adult,yes,2,female,3.92,156
20395,hate list,jennifer brown,53210,405,young adult,yes,93,female,3.98,76844
20396,eerie,c.m. mccoy,393,410,fantasy,no,1,female,4.34,391
20397,the truth she knew,j.a. owenby,309,238,fiction,yes,17,female,4.34,1510
20398,january first: a child's descent into madness and her father's struggle to save her,michael schofield,7914,304,nonfiction,no,4,male,3.91,7869
20399,this side of brightness,colum mccann,3200,304,fiction,no,51,male,3.92,136614
20400,transatlantic,colum mccann,23511,304,fiction,no,51,male,3.92,136614
20401,let the great world spin,colum mccann,91097,351,fiction,no,51,male,3.92,136614
20402,dancer,colum mccann,4100,336,fiction,no,51,male,3.92,136614
20403,"me and my mate jeffrey: a story of big dreams, tough realities and facing my demons head on",niall breslin,433,320,nonfiction,no,4,male,4.24,436
20404,warped,jeff menapace,240,295,horror,no,33,male,4.02,14922
20405,wildlife,jeff menapace,1723,206,horror,yes,33,male,4.02,14922
20406,a selfless man,shawn raymond poalillo,50,369,drama,no,7,male,4.43,294
20407,la chica del pelo azul,laura sanz,279,540,science fiction-time travel,no,8,female,4.09,2395
20408,a liar's autobiography: volume vi,graham chapman,738,244,biography,no,45,male,4.27,9942
20409,the pythons autobiography by the pythons,graham chapman,2070,359,nonfiction,no,45,male,4.27,9942
20410,monty python's flying circus: just the words - volumes 1 & 2,graham chapman,219,696,humor,yes,45,male,4.27,9942
20411,the oldest living vampire tells all,joseph duncan,849,270,paranormal-vampires,yes,27,male,4.1,4142
20413,the reader,traci chee,8522,442,fantasy,yes,4,female,3.87,11352
20416,getting over garrett delaney,abby mcdonald,6050,336,young adult,no,11,female,3.85,31694
20417,"boys, bears, and a serious pair of hiking boots",abby mcdonald,2437,304,young adult,no,11,female,3.85,31694
20418,implementing lean software development: from concept to cash,mary poppendieck,782,276,computer science-programming,yes,4,female,4.18,2255
20419,as a peace-loving global citizen,sun myung moon,132,343,nonfiction,no,26,male,4.39,289
20420,the joy of fearing god,jerry bridges,474,352,christian,no,80,male,4.32,45742
20421,the practice of godliness,jerry bridges,1900,240,christian,no,80,male,4.32,45742
20422,trusting god: even when life hurts,jerry bridges,5048,239,christian,no,80,male,4.32,45742
20423,the discipline of grace: god's role and our role in the pursuit of holiness,jerry bridges,5379,253,christian,no,80,male,4.32,45742
20424,the pursuit of holiness,jerry bridges,18564,160,christian,no,80,male,4.32,45742
20425,respectable sins: confronting the sins we tolerate,jerry bridges,5696,192,christian,no,80,male,4.32,45742
20426,wedding dreams,maggie way,148,3000,romance-contemporary romance,yes,11,female,4.03,1262
20427,the essential tao,thomas cleary,759,168,philosophy,no,216,male,4.04,13073
20428,through the barricades,denise deegan,522,356,historical-historical fiction,no,19,female,4.06,1968
20429,and actuallyâ¦,denise deegan,229,310,young adult,yes,19,female,4.06,1968
20430,and by the wayâ¦,denise deegan,554,325,young adult,yes,19,female,4.06,1968
20431,debriefing the president: the interrogation of saddam hussein,john nixon,1617,272,nonfiction,no,24,male,3.83,3364
20432,tree of origin: what primate behavior can tell us about human social evolution,frans de waal,88,320,science,no,29,male,4.04,24396
20433,the age of empathy: nature's lessons for a kinder society,frans de waal,1894,304,science,no,29,male,4.04,24396
20434,our inner ape: a leading primatologist explains why we are who we are,frans de waal,3368,316,science,no,29,male,4.04,24396
20435,bonobo: the forgotten ape,frans de waal,453,200,science,no,29,male,4.04,24396
20436,paskutinis mamos apkabinimas,frans de waal,2341,408,nonfiction,no,29,male,4.04,24396
20437,are we smart enough to know how smart animals are?,frans de waal,9771,275,nonfiction,no,29,male,4.04,24396
20438,something there in between,s. ferguson,408,183,romance,no,4,female,4.03,659
20439,book of never: volumes 1-3,ashley capes,38,414,fantasy,yes,53,male,3.89,2793
20440,the fairy wren,ashley capes,163,238,fantasy,no,53,male,3.89,2793
20441,a whisper of leaves,ashley capes,145,148,horror,no,53,male,3.89,2793
20442,shadow of a dead star,michael shean,264,383,science fiction,yes,6,male,3.81,683
20443,redeye: book two of the wonderland cycle,michael shean,85,390,science fiction-cyberpunk,yes,6,male,3.81,683
20444,article three,anna jakobsson lund,240,349,young adult,yes,18,female,3.9,848
20445,gazing into the eternal: reflections upon a deeper purpose to living,belsebuub,143,180,spirituality,no,7,male,4.58,484
20446,the awakening of perception: a collection of talks and articles,belsebuub,32,280,spirituality,no,7,male,4.58,484
20447,"mushishi, vol. 3",yuki urushibara,1447,243,sequential art-manga,yes,28,female,4.35,14969
20448,"mushishi, vol. 5",yuki urushibara,833,260,sequential art-manga,yes,28,female,4.35,14969
20449,the truth about riley,henrietta clarke,1564,318,romance-m m romance,no,8,female,3.8,2116
20450,king arthur and his knights: selected tales,thomas malory,14470,272,classics,no,182,male,3.98,58567
20451,le morte d'arthur: king arthur and the legends of the round table,thomas malory,34108,512,classics,no,182,male,3.98,58567
20452,the miraculous day of amalia gã³mez,john rechy,210,224,fiction,no,24,male,3.83,4892
20453,after the blue hour,john rechy,206,224,fiction,no,24,male,3.83,4892
20454,the coming of the night,john rechy,125,256,lgbt,no,24,male,3.83,4892
